year,class,round,session,gp_code,gp_name_ja,circuit,date,winner_id,status,note,source
2018,Moto3,19,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2018-11-18,can-oncu,確認済,,https://resources.motogp.com/files/results/2018/VAL/Moto3/RAC/Classification.pdf
2019,MotoGP,1,RAC,QAT,カタールGP,Lusail International Circuit,2019-03-10,andrea-dovizioso,確認済,,https://resources.motogp.com/files/results/2019/QAT/MotoGP/RAC/Classification.pdf
2019,MotoGP,2,RAC,ARG,アルゼンチンGP,Termas de Río Hondo,2019-03-31,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/ARG/MotoGP/RAC/Classification.pdf
2019,MotoGP,3,RAC,AME,アメリカズGP,Circuit Of The Americas,2019-04-14,alex-rins,確認済,,https://resources.motogp.com/files/results/2019/AME/MotoGP/RAC/Classification.pdf
2019,MotoGP,4,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2019-05-05,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/SPA/MotoGP/RAC/Classification.pdf
2019,MotoGP,5,RAC,FRA,フランスGP,Le Mans,2019-05-19,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/FRA/MotoGP/RAC/Classification.pdf
2019,MotoGP,6,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2019-06-02,danilo-petrucci,確認済,,https://resources.motogp.com/files/results/2019/ITA/MotoGP/RAC/Classification.pdf
2019,MotoGP,7,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2019-06-16,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/CAT/MotoGP/RAC/Classification.pdf
2019,MotoGP,8,RAC,NED,オランダTT,TT Circuit Assen,2019-06-30,maverick-vinales,確認済,,https://resources.motogp.com/files/results/2019/NED/MotoGP/RAC/Classification.pdf
2019,MotoGP,9,RAC,GER,ドイツGP,Sachsenring,2019-07-07,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/GER/MotoGP/RAC/Classification.pdf
2019,MotoGP,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2019-08-04,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/CZE/MotoGP/RAC/Classification.pdf
2019,MotoGP,11,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2019-08-11,andrea-dovizioso,確認済,,https://resources.motogp.com/files/results/2019/AUT/MotoGP/RAC/Classification.pdf
2019,MotoGP,12,RAC,GBR,イギリスGP,Silverstone Circuit,2019-08-25,alex-rins,確認済,,https://resources.motogp.com/files/results/2019/GBR/MotoGP/RAC/Classification.pdf
2019,MotoGP,13,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2019-09-15,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/RSM/MotoGP/RAC/Classification.pdf
2019,MotoGP,14,RAC,ARA,アラゴンGP,MotorLand Aragón,2019-09-22,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/ARA/MotoGP/RAC/Classification.pdf
2019,MotoGP,15,RAC,THA,タイGP,Chang International Circuit,2019-10-06,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/THA/MotoGP/RAC/Classification.pdf
2019,MotoGP,16,RAC,JPN,日本GP,Mobility Resort Motegi,2019-10-20,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/JPN/MotoGP/RAC/Classification.pdf
2019,MotoGP,17,RAC,AUS,オーストラリアGP,Phillip Island,2019-10-27,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/AUS/MotoGP/RAC/Classification.pdf
2019,MotoGP,18,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2019-11-03,maverick-vinales,確認済,,https://resources.motogp.com/files/results/2019/MAL/MotoGP/RAC/Classification.pdf
2019,MotoGP,19,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2019-11-17,marc-marquez,確認済,,https://resources.motogp.com/files/results/2019/VAL/MotoGP/RAC/Classification.pdf
2019,Moto2,1,RAC,QAT,カタールGP,Lusail International Circuit,2019-03-10,lorenzo-baldassarri,確認済,,https://resources.motogp.com/files/results/2019/QAT/Moto2/RAC/Classification.pdf
2019,Moto2,2,RAC,ARG,アルゼンチンGP,Termas de Río Hondo,2019-03-31,lorenzo-baldassarri,確認済,,https://resources.motogp.com/files/results/2019/ARG/Moto2/RAC/Classification.pdf
2019,Moto2,3,RAC,AME,アメリカズGP,Circuit Of The Americas,2019-04-14,thomas-luthi,確認済,,https://resources.motogp.com/files/results/2019/AME/Moto2/RAC/Classification.pdf
2019,Moto2,4,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2019-05-05,lorenzo-baldassarri,確認済,,https://resources.motogp.com/files/results/2019/SPA/Moto2/RAC/Classification.pdf
2019,Moto2,5,RAC,FRA,フランスGP,Le Mans,2019-05-19,alex-marquez,確認済,,https://resources.motogp.com/files/results/2019/FRA/Moto2/RAC/Classification.pdf
2019,Moto2,6,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2019-06-02,alex-marquez,確認済,,https://resources.motogp.com/files/results/2019/ITA/Moto2/RAC/Classification.pdf
2019,Moto2,7,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2019-06-16,alex-marquez,確認済,,https://resources.motogp.com/files/results/2019/CAT/Moto2/RAC/Classification.pdf
2019,Moto2,8,RAC,NED,オランダTT,TT Circuit Assen,2019-06-30,augusto-fernandez,確認済,,https://resources.motogp.com/files/results/2019/NED/Moto2/RAC/Classification.pdf
2019,Moto2,9,RAC,GER,ドイツGP,Sachsenring,2019-07-07,alex-marquez,確認済,,https://resources.motogp.com/files/results/2019/GER/Moto2/RAC/Classification.pdf
2019,Moto2,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2019-08-04,alex-marquez,確認済,,https://resources.motogp.com/files/results/2019/CZE/Moto2/RAC/Classification.pdf
2019,Moto2,11,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2019-08-11,brad-binder,確認済,,https://resources.motogp.com/files/results/2019/AUT/Moto2/RAC/Classification.pdf
2019,Moto2,12,RAC,GBR,イギリスGP,Silverstone Circuit,2019-08-25,augusto-fernandez,確認済,,https://resources.motogp.com/files/results/2019/GBR/Moto2/RAC/Classification.pdf
2019,Moto2,13,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2019-09-15,augusto-fernandez,確認済,,https://resources.motogp.com/files/results/2019/RSM/Moto2/RAC/Classification.pdf
2019,Moto2,14,RAC,ARA,アラゴンGP,MotorLand Aragón,2019-09-22,brad-binder,確認済,,https://resources.motogp.com/files/results/2019/ARA/Moto2/RAC/Classification.pdf
2019,Moto2,15,RAC,THA,タイGP,Chang International Circuit,2019-10-06,luca-marini,確認済,,https://resources.motogp.com/files/results/2019/THA/Moto2/RAC/Classification.pdf
2019,Moto2,16,RAC,JPN,日本GP,Mobility Resort Motegi,2019-10-20,luca-marini,確認済,,https://resources.motogp.com/files/results/2019/JPN/Moto2/RAC/Classification.pdf
2019,Moto2,17,RAC,AUS,オーストラリアGP,Phillip Island,2019-10-27,brad-binder,確認済,,https://resources.motogp.com/files/results/2019/AUS/Moto2/RAC/Classification.pdf
2019,Moto2,18,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2019-11-03,brad-binder,確認済,,https://resources.motogp.com/files/results/2019/MAL/Moto2/RAC/Classification.pdf
2019,Moto2,19,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2019-11-17,brad-binder,確認済,,https://resources.motogp.com/files/results/2019/VAL/Moto2/RAC/Classification.pdf
2019,Moto3,1,RAC,QAT,カタールGP,Lusail International Circuit,2019-03-10,kaito-toba,確認済,,https://resources.motogp.com/files/results/2019/QAT/Moto3/RAC/Classification.pdf
2019,Moto3,2,RAC,ARG,アルゼンチンGP,Termas de Río Hondo,2019-03-31,jaume-masia,確認済,,https://resources.motogp.com/files/results/2019/ARG/Moto3/RAC/Classification.pdf
2019,Moto3,3,RAC,AME,アメリカズGP,Circuit Of The Americas,2019-04-14,aron-canet,確認済,,https://resources.motogp.com/files/results/2019/AME/Moto3/RAC/Classification.pdf
2019,Moto3,4,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2019-05-05,niccolo-antonelli,確認済,,https://resources.motogp.com/files/results/2019/SPA/Moto3/RAC/Classification.pdf
2019,Moto3,5,RAC,FRA,フランスGP,Le Mans,2019-05-19,john-mcphee,確認済,,https://resources.motogp.com/files/results/2019/FRA/Moto3/RAC/Classification.pdf
2019,Moto3,6,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2019-06-02,tony-arbolino,確認済,,https://resources.motogp.com/files/results/2019/ITA/Moto3/RAC/Classification.pdf
2019,Moto3,7,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2019-06-16,marcos-ramirez,確認済,,https://resources.motogp.com/files/results/2019/CAT/Moto3/RAC/Classification.pdf
2019,Moto3,8,RAC,NED,オランダTT,TT Circuit Assen,2019-06-30,tony-arbolino,確認済,,https://resources.motogp.com/files/results/2019/NED/Moto3/RAC/Classification.pdf
2019,Moto3,9,RAC,GER,ドイツGP,Sachsenring,2019-07-07,lorenzo-dalla-porta,確認済,,https://resources.motogp.com/files/results/2019/GER/Moto3/RAC/Classification.pdf
2019,Moto3,10,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2019-08-04,aron-canet,確認済,,https://resources.motogp.com/files/results/2019/CZE/Moto3/RAC/Classification.pdf
2019,Moto3,11,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2019-08-11,romano-fenati,確認済,,https://resources.motogp.com/files/results/2019/AUT/Moto3/RAC/Classification.pdf
2019,Moto3,12,RAC,GBR,イギリスGP,Silverstone Circuit,2019-08-25,marcos-ramirez,確認済,,https://resources.motogp.com/files/results/2019/GBR/Moto3/RAC/Classification.pdf
2019,Moto3,13,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2019-09-15,tatsuki-suzuki,確認済,,https://resources.motogp.com/files/results/2019/RSM/Moto3/RAC/Classification.pdf
2019,Moto3,14,RAC,ARA,アラゴンGP,MotorLand Aragón,2019-09-22,aron-canet,確認済,,https://resources.motogp.com/files/results/2019/ARA/Moto3/RAC/Classification.pdf
2019,Moto3,15,RAC,THA,タイGP,Chang International Circuit,2019-10-06,albert-arenas,確認済,,https://resources.motogp.com/files/results/2019/THA/Moto3/RAC/Classification.pdf
2019,Moto3,16,RAC,JPN,日本GP,Mobility Resort Motegi,2019-10-20,lorenzo-dalla-porta,確認済,,https://resources.motogp.com/files/results/2019/JPN/Moto3/RAC/Classification.pdf
2019,Moto3,17,RAC,AUS,オーストラリアGP,Phillip Island,2019-10-27,lorenzo-dalla-porta,確認済,,https://resources.motogp.com/files/results/2019/AUS/Moto3/RAC/Classification.pdf
2019,Moto3,18,RAC,MAL,マレーシアGP,Petronas Sepang International Circuit,2019-11-03,lorenzo-dalla-porta,確認済,,https://resources.motogp.com/files/results/2019/MAL/Moto3/RAC/Classification.pdf
2019,Moto3,19,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2019-11-17,sergio-garcia,確認済,,https://resources.motogp.com/files/results/2019/VAL/Moto3/RAC/Classification.pdf
2019,MotoE,1,RAC,GER,ドイツGP,Sachsenring,2019-07-07,niki-tuuli,確認済,,https://resources.motogp.com/files/results/2019/GER/MotoE/RAC/Classification.pdf
2019,MotoE,2,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2019-08-11,mike-di-meglio,確認済,,https://resources.motogp.com/files/results/2019/AUT/MotoE/RAC/Classification.pdf
2019,MotoE,3,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2019-09-15,matteo-ferrari,確認済,,https://resources.motogp.com/files/results/2019/RSM/MotoE/RAC1/Classification.pdf
2019,MotoE,3,RAC2,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2019-09-15,matteo-ferrari,確認済,,https://resources.motogp.com/files/results/2019/RSM/MotoE/RAC2/Classification.pdf
2019,MotoE,4,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2019-11-17,eric-granado,確認済,,https://resources.motogp.com/files/results/2019/VAL/MotoE/RAC1/Classification.pdf
2019,MotoE,4,RAC2,VAL,バレンシアGP,Circuit Ricardo Tormo,2019-11-17,eric-granado,確認済,,https://resources.motogp.com/files/results/2019/VAL/MotoE/RAC2/Classification.pdf
2020,MotoGP,1,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2020-07-19,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2020/SPA/MotoGP/RAC/Classification.pdf
2020,MotoGP,2,RAC,ANC,アンダルシアGP,Circuito de Jerez - Ángel Nieto,2020-07-26,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2020/ANC/MotoGP/RAC/Classification.pdf
2020,MotoGP,3,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2020-08-09,brad-binder,確認済,,https://resources.motogp.com/files/results/2020/CZE/MotoGP/RAC/Classification.pdf
2020,MotoGP,4,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2020-08-16,andrea-dovizioso,確認済,,https://resources.motogp.com/files/results/2020/AUT/MotoGP/RAC2/Classification.pdf
2020,MotoGP,5,RAC,STY,シュタイアーマルクGP,Red Bull Ring - Spielberg,2020-08-23,miguel-oliveira,確認済,,https://resources.motogp.com/files/results/2020/STY/MotoGP/RAC2/Classification.pdf
2020,MotoGP,6,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2020-09-13,franco-morbidelli,確認済,,https://resources.motogp.com/files/results/2020/RSM/MotoGP/RAC/Classification.pdf
2020,MotoGP,7,RAC,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2020-09-20,maverick-vinales,確認済,,https://resources.motogp.com/files/results/2020/EMI/MotoGP/RAC/Classification.pdf
2020,MotoGP,8,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2020-09-27,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2020/CAT/MotoGP/RAC/Classification.pdf
2020,MotoGP,9,RAC,FRA,フランスGP,Le Mans,2020-10-11,danilo-petrucci,確認済,,https://resources.motogp.com/files/results/2020/FRA/MotoGP/RAC/Classification.pdf
2020,MotoGP,10,RAC,ARA,アラゴンGP,MotorLand Aragón,2020-10-18,alex-rins,確認済,,https://resources.motogp.com/files/results/2020/ARA/MotoGP/RAC/Classification.pdf
2020,MotoGP,11,RAC,TER,テルエルGP,MotorLand Aragón,2020-10-25,franco-morbidelli,確認済,,https://resources.motogp.com/files/results/2020/TER/MotoGP/RAC/Classification.pdf
2020,MotoGP,12,RAC,EUR,ヨーロッパGP,Circuit Ricardo Tormo,2020-11-08,joan-mir,確認済,,https://resources.motogp.com/files/results/2020/EUR/MotoGP/RAC/Classification.pdf
2020,MotoGP,13,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2020-11-15,franco-morbidelli,確認済,,https://resources.motogp.com/files/results/2020/VAL/MotoGP/RAC/Classification.pdf
2020,MotoGP,14,RAC,POR,ポルトガルGP,Autódromo Internacional do Algarve,2020-11-22,miguel-oliveira,確認済,,https://resources.motogp.com/files/results/2020/POR/MotoGP/RAC/Classification.pdf
2020,Moto2,1,RAC,QAT,カタールGP,Lusail International Circuit,2020-03-08,tetsuta-nagashima,確認済,,https://resources.motogp.com/files/results/2020/QAT/Moto2/RAC/Classification.pdf
2020,Moto2,2,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2020-07-19,luca-marini,確認済,,https://resources.motogp.com/files/results/2020/SPA/Moto2/RAC/Classification.pdf
2020,Moto2,3,RAC,ANC,アンダルシアGP,Circuito de Jerez - Ángel Nieto,2020-07-26,enea-bastianini,確認済,,https://resources.motogp.com/files/results/2020/ANC/Moto2/RAC/Classification.pdf
2020,Moto2,4,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2020-08-09,enea-bastianini,確認済,,https://resources.motogp.com/files/results/2020/CZE/Moto2/RAC/Classification.pdf
2020,Moto2,5,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2020-08-16,jorge-martin,確認済,,https://resources.motogp.com/files/results/2020/AUT/Moto2/RAC2/Classification.pdf
2020,Moto2,6,RAC,STY,シュタイアーマルクGP,Red Bull Ring - Spielberg,2020-08-23,marco-bezzecchi,確認済,,https://resources.motogp.com/files/results/2020/STY/Moto2/RAC/Classification.pdf
2020,Moto2,7,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2020-09-13,luca-marini,確認済,,https://resources.motogp.com/files/results/2020/RSM/Moto2/RAC/Classification.pdf
2020,Moto2,8,RAC,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2020-09-20,enea-bastianini,確認済,,https://resources.motogp.com/files/results/2020/EMI/Moto2/RAC2/Classification.pdf
2020,Moto2,9,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2020-09-27,luca-marini,確認済,,https://resources.motogp.com/files/results/2020/CAT/Moto2/RAC/Classification.pdf
2020,Moto2,10,RAC,FRA,フランスGP,Le Mans,2020-10-11,sam-lowes,確認済,,https://resources.motogp.com/files/results/2020/FRA/Moto2/RAC/Classification.pdf
2020,Moto2,11,RAC,ARA,アラゴンGP,MotorLand Aragón,2020-10-18,sam-lowes,確認済,,https://resources.motogp.com/files/results/2020/ARA/Moto2/RAC/Classification.pdf
2020,Moto2,12,RAC,TER,テルエルGP,MotorLand Aragón,2020-10-25,sam-lowes,確認済,,https://resources.motogp.com/files/results/2020/TER/Moto2/RAC/Classification.pdf
2020,Moto2,13,RAC,EUR,ヨーロッパGP,Circuit Ricardo Tormo,2020-11-08,marco-bezzecchi,確認済,,https://resources.motogp.com/files/results/2020/EUR/Moto2/RAC/Classification.pdf
2020,Moto2,14,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2020-11-15,jorge-martin,確認済,,https://resources.motogp.com/files/results/2020/VAL/Moto2/RAC/Classification.pdf
2020,Moto2,15,RAC,POR,ポルトガルGP,Autódromo Internacional do Algarve,2020-11-22,remy-gardner,確認済,,https://resources.motogp.com/files/results/2020/POR/Moto2/RAC/Classification.pdf
2020,Moto3,1,RAC,QAT,カタールGP,Lusail International Circuit,2020-03-08,albert-arenas,確認済,,https://resources.motogp.com/files/results/2020/QAT/Moto3/RAC/Classification.pdf
2020,Moto3,2,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2020-07-19,albert-arenas,確認済,,https://resources.motogp.com/files/results/2020/SPA/Moto3/RAC/Classification.pdf
2020,Moto3,3,RAC,ANC,アンダルシアGP,Circuito de Jerez - Ángel Nieto,2020-07-26,tatsuki-suzuki,確認済,,https://resources.motogp.com/files/results/2020/ANC/Moto3/RAC/Classification.pdf
2020,Moto3,4,RAC,CZE,チェコGP,CREDITAS Autodrom Brno,2020-08-09,dennis-foggia,確認済,,https://resources.motogp.com/files/results/2020/CZE/Moto3/RAC/Classification.pdf
2020,Moto3,5,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2020-08-16,albert-arenas,確認済,,https://resources.motogp.com/files/results/2020/AUT/Moto3/RAC/Classification.pdf
2020,Moto3,6,RAC,STY,シュタイアーマルクGP,Red Bull Ring - Spielberg,2020-08-23,celestino-vietti,確認済,,https://resources.motogp.com/files/results/2020/STY/Moto3/RAC/Classification.pdf
2020,Moto3,7,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2020-09-13,john-mcphee,確認済,,https://resources.motogp.com/files/results/2020/RSM/Moto3/RAC/Classification.pdf
2020,Moto3,8,RAC,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2020-09-20,romano-fenati,確認済,,https://resources.motogp.com/files/results/2020/EMI/Moto3/RAC/Classification.pdf
2020,Moto3,9,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2020-09-27,darryn-binder,確認済,,https://resources.motogp.com/files/results/2020/CAT/Moto3/RAC/Classification.pdf
2020,Moto3,10,RAC,FRA,フランスGP,Le Mans,2020-10-11,celestino-vietti,確認済,,https://resources.motogp.com/files/results/2020/FRA/Moto3/RAC/Classification.pdf
2020,Moto3,11,RAC,ARA,アラゴンGP,MotorLand Aragón,2020-10-18,jaume-masia,確認済,,https://resources.motogp.com/files/results/2020/ARA/Moto3/RAC/Classification.pdf
2020,Moto3,12,RAC,TER,テルエルGP,MotorLand Aragón,2020-10-25,jaume-masia,確認済,,https://resources.motogp.com/files/results/2020/TER/Moto3/RAC/Classification.pdf
2020,Moto3,13,RAC,EUR,ヨーロッパGP,Circuit Ricardo Tormo,2020-11-08,raul-fernandez,確認済,,https://resources.motogp.com/files/results/2020/EUR/Moto3/RAC/Classification.pdf
2020,Moto3,14,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2020-11-15,tony-arbolino,確認済,,https://resources.motogp.com/files/results/2020/VAL/Moto3/RAC/Classification.pdf
2020,Moto3,15,RAC,POR,ポルトガルGP,Autódromo Internacional do Algarve,2020-11-22,raul-fernandez,確認済,,https://resources.motogp.com/files/results/2020/POR/Moto3/RAC/Classification.pdf
2020,MotoE,1,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2020-07-19,eric-granado,確認済,,https://resources.motogp.com/files/results/2020/SPA/MotoE/RAC/Classification.pdf
2020,MotoE,2,RAC,ANC,アンダルシアGP,Circuito de Jerez - Ángel Nieto,2020-07-26,dominique-aegerter,確認済,,https://resources.motogp.com/files/results/2020/ANC/MotoE/RAC/Classification.pdf
2020,MotoE,3,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2020-09-13,matteo-ferrari,確認済,,https://resources.motogp.com/files/results/2020/RSM/MotoE/RAC/Classification.pdf
2020,MotoE,4,RAC,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2020-09-20,dominique-aegerter,確認済,,https://resources.motogp.com/files/results/2020/EMI/MotoE/RAC1/Classification.pdf
2020,MotoE,4,RAC2,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2020-09-20,matteo-ferrari,確認済,,https://resources.motogp.com/files/results/2020/EMI/MotoE/RAC2/Classification.pdf
2020,MotoE,5,RAC,FRA,フランスGP,Le Mans,2020-10-11,jordi-torres,確認済,,https://resources.motogp.com/files/results/2020/FRA/MotoE/RAC1/Classification.pdf
2020,MotoE,5,RAC2,FRA,フランスGP,Le Mans,2020-10-11,niki-tuuli,確認済,,https://resources.motogp.com/files/results/2020/FRA/MotoE/RAC2/Classification.pdf
2021,MotoGP,1,RAC,QAT,カタールGP,Lusail International Circuit,2021-03-28,maverick-vinales,確認済,,https://resources.motogp.com/files/results/2021/QAT/MotoGP/RAC/Classification.pdf
2021,MotoGP,2,RAC,DOH,ドーハGP,Lusail International Circuit,2021-04-04,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2021/DOH/MotoGP/RAC/Classification.pdf
2021,MotoGP,3,RAC,POR,ポルトガルGP,Autódromo Internacional do Algarve,2021-04-18,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2021/POR/MotoGP/RAC/Classification.pdf
2021,MotoGP,4,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2021-05-02,jack-miller,確認済,,https://resources.motogp.com/files/results/2021/SPA/MotoGP/RAC/Classification.pdf
2021,MotoGP,5,RAC,FRA,フランスGP,Le Mans,2021-05-16,jack-miller,確認済,,https://resources.motogp.com/files/results/2021/FRA/MotoGP/RAC/Classification.pdf
2021,MotoGP,6,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2021-05-30,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2021/ITA/MotoGP/RAC/Classification.pdf
2021,MotoGP,7,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2021-06-06,miguel-oliveira,確認済,,https://resources.motogp.com/files/results/2021/CAT/MotoGP/RAC/Classification.pdf
2021,MotoGP,8,RAC,GER,ドイツGP,Sachsenring,2021-06-20,marc-marquez,確認済,,https://resources.motogp.com/files/results/2021/GER/MotoGP/RAC/Classification.pdf
2021,MotoGP,9,RAC,NED,オランダTT,TT Circuit Assen,2021-06-27,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2021/NED/MotoGP/RAC/Classification.pdf
2021,MotoGP,10,RAC,STY,シュタイアーマルクGP,Red Bull Ring - Spielberg,2021-08-08,jorge-martin,確認済,,https://resources.motogp.com/files/results/2021/STY/MotoGP/RAC/Classification.pdf
2021,MotoGP,11,RAC,AUT,オーストリアGP,Red Bull Ring - Spielberg,2021-08-15,brad-binder,確認済,,https://resources.motogp.com/files/results/2021/AUT/MotoGP/RAC/Classification.pdf
2021,MotoGP,12,RAC,GBR,イギリスGP,Silverstone Circuit,2021-08-29,fabio-quartararo,確認済,,https://resources.motogp.com/files/results/2021/GBR/MotoGP/RAC/Classification.pdf
2021,MotoGP,13,RAC,ARA,アラゴンGP,MotorLand Aragón,2021-09-12,francesco-bagnaia,確認済,,https://resources.motogp.com/files/results/2021/ARA/MotoGP/RAC/Classification.pdf
2021,MotoGP,14,RAC,RSM,サンマリノGP,Misano World Circuit Marco Simoncelli,2021-09-19,francesco-bagnaia,確認済,,https://resources.motogp.com/files/results/2021/RSM/MotoGP/RAC/Classification.pdf
2021,MotoGP,15,RAC,AME,アメリカズGP,Circuit Of The Americas,2021-10-03,marc-marquez,確認済,,https://resources.motogp.com/files/results/2021/AME/MotoGP/RAC/Classification.pdf
2021,MotoGP,16,RAC,EMI,エミリア・ロマーニャGP,Misano World Circuit Marco Simoncelli,2021-10-24,marc-marquez,確認済,,https://resources.motogp.com/files/results/2021/EMI/MotoGP/RAC/Classification.pdf
2021,MotoGP,17,RAC,ALR,アルガルヴェGP,Autódromo Internacional do Algarve,2021-11-07,francesco-bagnaia,確認済,,https://resources.motogp.com/files/results/2021/ALR/MotoGP/RAC/Classification.pdf
2021,MotoGP,18,RAC,VAL,バレンシアGP,Circuit Ricardo Tormo,2021-11-14,francesco-bagnaia,確認済,,https://resources.motogp.com/files/results/2021/VAL/MotoGP/RAC/Classification.pdf
2021,Moto2,1,RAC,QAT,カタールGP,Lusail International Circuit,2021-03-28,sam-lowes,確認済,,https://resources.motogp.com/files/results/2021/QAT/Moto2/RAC/Classification.pdf
2021,Moto2,2,RAC,DOH,ドーハGP,Lusail International Circuit,2021-04-04,sam-lowes,確認済,,https://resources.motogp.com/files/results/2021/DOH/Moto2/RAC/Classification.pdf
2021,Moto2,3,RAC,POR,ポルトガルGP,Autódromo Internacional do Algarve,2021-04-18,raul-fernandez,確認済,,https://resources.motogp.com/files/results/2021/POR/Moto2/RAC/Classification.pdf
2021,Moto2,4,RAC,SPA,スペインGP,Circuito de Jerez - Ángel Nieto,2021-05-02,fabio-di-giannantonio,確認済,,https://resources.motogp.com/files/results/2021/SPA/Moto2/RAC/Classification.pdf
2021,Moto2,5,RAC,FRA,フランスGP,Le Mans,2021-05-16,raul-fernandez,確認済,,https://resources.motogp.com/files/results/2021/FRA/Moto2/RAC/Classification.pdf
2021,Moto2,6,RAC,ITA,イタリアGP,Autodromo Internazionale del Mugello,2021-05-30,remy-gardner,確認済,,https://resources.motogp.com/files/results/2021/ITA/Moto2/RAC/Classification.pdf
2021,Moto2,7,RAC,CAT,カタルーニャGP,Circuit de Barcelona-Catalunya,2021-06-06,remy-gardner,確認済,,https://resources.motogp.com/files/results/2021/CAT/Moto2/RAC/Classification.pdf
2021,Moto2,8,RAC,GER,ドイツGP,Sachsenring,2021-06-20,remy-gardner,確認済,,https://resources.motogp.com/files/results/2021/GER/Moto2/RAC/Classification.pdf
