id,name_ja,name_en,nationality,birth_year,birth_date,birthplace,profile,status,api_id
harry-turner,ハリー・ターナー,Harry Turner,,,,,,記憶,
ernie-oliver,アーニー・オリバー,Ernie Oliver,,,,,,記憶,
dick-knox,ディック・ノックス,Dick Knox,,,,,,記憶,
roy-evans,ロイ・エヴァンズ,Roy Evans,英国,,,,,記憶,
louis-carter,ルイス・カーター,Louis Carter,,,,,,記憶,
rally-dean,ラリー・ディーン,Rally Dean,,,,,,記憶,
wilf-herron,ウィルフ・ヘロン,Wilf Herron,,,,,,記憶,
robert-mccracken,ロバート・マクラッケン,Robert McCracken,,,,,,記憶,
michael-roche,マイケル・ロシュ,Michael Roche,アイルランド,,,,,記憶,
w-stewart,W・スチュワート,W. Stewart,アイルランド,,,,,記憶,
john-williamson,ジョン・ウィリアムソン,John Williamson,アイルランド,,,,,記憶,
ernst-riedelbauch,エルンスト・リーデルバウフ,Ernst Riedelbauch,ドイツ,,,,,記憶,19d07fa4-3c02-4f57-a796-b11389bcd883
wolfgang-brandt,ヴォルフガング・ブラント,Wolfgang Brandt,ドイツ,,,,,記憶,0980c448-7412-446e-989b-d03586401ef3
sammy-miller,サミー・ミラー,Sammy Miller,アイルランド,,,,,記憶,0e335009-c6c8-4834-a98b-42dfb6342a42
giuseppe-lattanzi,ジュゼッペ・ラッタンツィ,Giuseppe Lattanzi,イタリア,,,,,記憶,498b4636-f161-48c9-b207-b5056d212860
ricky-porter,リッキー・ポーター,Ricky Porter,ニュージーランド,,,,,記憶,1c7b9ada-24f4-4475-973e-b457ed6909da
remo-venturi,レーモ・ヴェントゥーリ,Remo Venturi,イタリア,,,,,記憶,d410e835-b924-49fe-861d-7b841df739d4
rudolf-grimas,ルドルフ・グリマス,Rudolf Grimas,オーストリア,,,,,記憶,be3db63f-91a3-41ff-8bdf-b2b52b6dbf36
eric-wunsche,エーリッヒ・ヴュンシェ,Eric Wünsche,ドイツ,,,,,記憶,c42504f2-0b6e-4ab7-b68f-c5d6a16817c5
hans-bartl,ハンス・バルトル,Hans Bartl,オランダ,,,,,記憶,e85207d8-c796-4e7e-be12-7ac3aebbbb45
keith-bryen,キース・ブライエン,Keith Bryen,豪州,,,,,記憶,c8206758-f53e-4445-ba48-9a61d6e918e5
p-b-fahey,P.B.・フェイ,P.B. Fahey,ニュージーランド,,,,,記憶,27383a20-508b-49be-b85d-a68fde6a5da6
barry-hodgkinson,バリー・ホジキンソン,Barry Hodgkinson,豪州,,,,,記憶,
johnny-grace,ジョニー・グレース,Johnny Grace,,,,,,記憶,7332ba78-6f67-490d-84dd-1bd143c89e44
leen-reehorst,レーン・レーホルスト,Leen Reehorst,オランダ,,,,,記憶,
gustav-havel,グスタフ・ハヴェル,Gustav Havel,チェコ,,,,,記憶,bbf4439a-283f-4033-9bac-296da95a01ae
frantisek-helikar,フランチシェク・ヘリカル,Frantisek Helikar,チェコ,,,,,記憶,
jaap-iesberts,ヤープ・イースベルツ,Jaap Iesberts,オランダ,,,,,記憶,
kees-koster,ケース・コステル,Kees Koster,オランダ,,,,,記憶,7bf3586c-064a-4ef2-aadc-8998372af9e0
franta-stastny,フランタ・シュタストニー,Franta Stastny,チェコ,,,,,記憶,e131ef17-196c-482a-b77e-76fae64a2b32
gerold-klinger,ゲロルト・クリンガー,Gerold Klinger,オーストリア,,,,,記憶,eed57dbc-1e72-48d8-a8fd-73053638c4b3
peter-knees,ペーター・クネース,Peter Knees,ドイツ,,,,,記憶,
hans-joachim-scheel,ハンス＝ヨアヒム・シェール,Hans-Joachim Scheel,ドイツ,,,,,記憶,
berthold-sieler,ベルトルト・ジーラー,Berthold Sieler,ドイツ,,,,,記憶,
karl-heinz-scheifel,カール＝ハインツ・シャイフェル,Karl-Heinz Scheifel,ドイツ,,,,,記憶,
gunther-borgesdiek,ギュンター・ボルゲスディーク,Günther Borgesdiek,ドイツ,,,,,記憶,
buno-bohrer,ブーノ・ベーラー,Buno Böhrer,ドイツ,,,,,記憶,
karl-heinz-ewig,カール＝ハインツ・エーヴィヒ,Karl-Heinz Ewig,ドイツ,,,,,記憶,
geoffrey-tanner,ジェフリー・タナー,Geoffrey Tanner,英国,,,,,記憶,c43198e8-cbad-4c28-849d-f68ffd1fa00f
franzisen-bartos,フランチシェク・バルトシュ,Franzisen Bartos,,,,,,記憶,eea98ed6-a076-465c-8ed6-7dc91fd72da0
jiri-kostir,イジー・コスティル,Jiri Kostir,,,,,,記憶,8cdd7698-7bbd-447c-9e9a-f509d5789a72
roland-heck,ローラント・ヘック,Roland Heck,ドイツ,,,,,記憶,ea5e5766-80d5-4b7e-8be8-fc8d20f53991
marcello-cama,マルチェッロ・カーマ,Marcello Cama,スペイン,,,,,記憶,93734003-770c-4f4f-928e-fbcb2cadabad
vaclav-parus,ヴァーツラフ・パルス,Vaclav Parus,,,,,,記憶,366f474f-c4a0-4713-bdbe-b513033fe531
fortunato-libanori,フォルトゥナート・リバノーリ,Fortunato Libanori,イタリア,,,,,記憶,a4122b7f-0427-4011-99a0-423d133ec845
w-maddrick,W・マドリック,W. Maddrick,英国,,,,,記憶,6d5b4709-2238-49c6-a408-741e19f9249d
e-cope,E・コープ,E. Cope,アイルランド,,,,,記憶,7ac6e7ce-833b-40ed-8f10-8abde8b94dab
renato-sartori,レナート・サルトーリ,Renato Sartori,イタリア,,,,,記憶,aa9b566d-80f3-4896-ad49-993d5eb520f1
sandro-artusi,サンドロ・アルトゥージ,Sandro Artusi,イタリア,,,,,記憶,c60aad92-4f40-44a9-ad99-0f1850d44a25
alan-trow,アラン・トロウ,Alan Trow,英国,,,,,記憶,cd212b83-77d3-425f-8d41-bb9b92f9d7a5
roger-barker,ロジャー・バーカー,Roger Barker,豪州,,,,,記憶,
derek-minter,デレク・ミンター,Derek Minter,英国,,,,,記憶,f035a326-9d99-4f06-a1c8-9bbe4ad909b1
john-anderson,ジョン・アンダーソン,John Anderson,ニュージーランド,,,,,記憶,e47b5911-e2ee-46b0-85bc-0e544568780d
noel-mccutcheon,ノエル・マカッチョン,Noel McCutcheon,ニュージーランド,,,,,記憶,
gunter-beer,ギュンター・ベーア,Günter Beer,ドイツ,,,,,記憶,44515737-a229-45c8-9dda-05d6766aa8c0
g-andrews,G・アンドリューズ,G. Andrews,英国,,,,,記憶,dc8ac0c0-d949-43a9-9017-deeddbbab7f6
neil-hodgson-hodgins,ニール・ホジソン・ホジンズ,Neil Hodgson Hodgins,英国,,,,,記憶,f10d206f-b284-44f8-b6c4-76f8cbcf53f4
horst-fugner,ホルスト・フュークナー,Horst Fügner,ドイツ,,,,,記憶,f6217d12-77d6-4fb8-b0d1-59365b59951c
ernst-degner,エルンスト・デグナー,Ernst Degner,ドイツ,,,,,記憶,e8b0df6b-b626-4e52-b62f-00b695dbe575
brian-purslow,ブライアン・パースロー,Brian Purslow,英国,,,,,記憶,403f413b-5b91-4300-b16f-703d2738d32d
ewan-haldane,ユーアン・ホールデン,Ewan Haldane,英国,,,,,記憶,
peter-pawson,ピーター・ポーソン,Peter Pawson,ニュージーランド,,,,,記憶,1748fec2-a444-4922-b266-7049ba7ccaf0
mike-hailwood,マイク・ヘイルウッド,Mike Hailwood,英国,,,,,記憶,449a1f23-8b83-4561-be0e-a767a7b36c29
jimmy-buchan,ジミー・バカン,Jimmy Buchan,英国,,,,,記憶,
tom-phillis,トム・フィリス,Tom Phillis,豪州,,,,,記憶,fafdf732-35f4-4076-8cb9-1fdbb2d8fc86
jim-redman,ジム・レッドマン,Jim Redman,,,,,,記憶,7435f9e4-13f7-4053-be64-975735860cc4
jack-wood,ジャック・ウッド,Jack Wood,英国,,,,,記憶,
alan-holmes,アラン・ホームズ,Alan Holmes,英国,,,,,記憶,
brian-setchell,ブライアン・セッチェル,Brian Setchell,英国,,,,,記憶,2c4610ab-a754-47a7-aede-6f006c472fac
sid-mizen,シド・マイゼン,Sid Mizen,英国,,,,,記憶,22b5bcba-d497-4bad-aff3-0a5606629e26
vernon-cottle,ヴァーノン・コトル,Vernon Cottle,英国,,,,,記憶,88b728a6-1599-47b0-86e0-00817c225242
harry-voice,ハリー・ヴォイス,Harry Voice,英国,,,,,記憶,
barry-cortvriend,バリー・コルトフリント,Barry Cortvriend,英国,,,,,記憶,
bill-robertson,ビル・ロバートソン,Bill Robertson,英国,,,,,記憶,
john-marcotte,ジョン・マルコット,John Marcotte,米国,,,,,記憶,
ian-mcguffie,イアン・マクガフィー,Ian McGuffie,カナダ,,,,,記憶,
grenville-pennington,グレンヴィル・ペニントン,Grenville Pennington,英国,,,,,記憶,
jim-tompsett,ジム・トンプセット,Jim Tompsett,豪州,,,,,記憶,
clarrie-dunn,クラリー・ダン,Clarrie Dunn,豪州,,,,,記憶,
paddy-driver,パディ・ドライバー,Paddy Driver,,,,,,記憶,e4753838-fae0-45fa-809c-2c780f43d377
don-chapman,ドン・チャップマン,Don Chapman,英国,,,,,記憶,
dick-thompson,ディック・トンプソン,Dick Thompson,豪州,,,,,記憶,
borro-castellani,ボッロ・カステッラーニ,Borro Castellani,,,,,,記憶,
ken-draper,ケン・ドレイパー,Ken Draper,英国,,,,,記憶,
laurie-flury,ローリー・フルーリー,Laurie Flury,英国,,,,,記憶,
alistair-king,アリステア・キング,Alistair King,英国,,,,,記憶,ecc63b72-f832-4217-8325-75134ea9ca3a
len-rutherford,レン・ラザフォード,Len Rutherford,英国,,,,,記憶,
gerry-turner,ジェリー・ターナー,Gerry Turner,英国,,,,,記憶,
desmond-wolff,デズモンド・ウルフ,Desmond Wolff,,,,,,記憶,
gary-hocking,ゲイリー・ホッキング,Gary Hocking,,,,,,記憶,1596188e-e097-43dd-b59f-b14e3a30386a
karl-peters,カール・ペータース,Karl Peters,ドイツ,,,,,記憶,
rudolf-glaser,ルドルフ・グレーザー,Rudolf Gläser,ドイツ,,,,,記憶,fdc7ddb7-afb0-4a4d-82f6-fa163e4eb72e
dieter-falk,ディーター・ファルク,Dieter Falk,ドイツ,,,,,記憶,3f7866bd-9800-4e7b-b0a4-98cf59d9c35b
xaver-heiss,クサヴァー・ハイス,Xaver Heiss,ドイツ,,,,,記憶,cf15e599-a1fa-463b-bde9-5f55fbe00b7d
geoff-monty,ジェフ・モンティ,Geoff Monty,英国,,,,,記憶,2d5b2ebb-49d3-499b-815d-f4a2871dc9eb
josef-autengruber,ヨーゼフ・アウテングルーバー,Josef Autengruber,オーストリア,,,,,記憶,feb23833-0c76-4e2a-98cd-11eb092a61a0
wilhem-lecke,ヴィルヘルム・レッケ,Wilhem Lecke,ドイツ,,,,,記憶,935d50f7-f8e3-4bd4-a13f-b1e3b305f4dc
alberto-gandossi,アルベルト・ガンドッシ,Alberto Gandossi,イタリア,,,,,記憶,3d7438ae-63ef-48e1-aec4-a9d57d37c958
walter-brehme,ヴァルター・ブレーメ,Walter Brehme,ドイツ,,,,,記憶,28dabf41-d62b-413c-b89d-92cdd09a35c1
werner-musiol,ヴェルナー・ムジオール,Werner Musiol,ドイツ,,,,,記憶,71cd954b-eb10-4435-84c2-9ca2033e12df
a-vezzalini,A・ヴェッツァリーニ,A. Vezzalini,イタリア,,,,,記憶,0ded2b46-2284-4f00-9965-6666b3b0a2e0
guy-ligier,ギ・リジェ,Guy Ligier,フランス,,,,,記憶,
charly-maubert,シャルリー・モベール,Charly Maubert,フランス,,,,,記憶,
maurice-de-polo,モーリス・ド・ポロ,Maurice de Polo,フランス,,,,,記憶,
albert-montagne,アルベール・モンターニュ,Albert Montagne,フランス,,,,,記憶,
jacques-insermini,ジャック・アンセルミニ,Jacques Insermini,フランス,,,,,記憶,
fritz-messerli,フリッツ・メッセルリ,Fritz Messerli,スイス,,,,,記憶,2563a17a-ad3c-4a6e-91c3-bb6745acdd1e
michel-valentin,ミシェル・ヴァランタン,Michel Valentin,フランス,,,,,記憶,
ron-miles,ロン・マイルズ,Ron Miles,豪州,,,,,記憶,9eb7e707-f5b4-41e9-aab9-3f21b5a04529
raymond-bogaerdt,レイモンド・ボハールト,Raymond Bogaerdt,ベルギー,,,,,記憶,
peter-ferbrache,ピーター・ファーブラッシュ,Peter Ferbrache,英国,,,,,記憶,
ladi-richter,ラディ・リヒター,Ladi Richter,オーストリア,,,,,記憶,bacab259-dd7e-42fa-8cfb-969a6f0f7d89
don-tickle,ドン・ティックル,Don Tickle,カナダ,,,,,記憶,
rudolf-thalhammer,ルドルフ・タールハマー,Rudolf Thalhammer,オーストリア,,,,,記憶,279c4a3b-e2f4-44ee-89ea-e2b695f6192c
naomi-taniguchi,谷口尚己,Naomi Taniguchi,日本,,,,,記憶,c1452210-1218-49bf-b2d3-36242d725a52
giichi-suzuki,鈴木義一,Giichi Suzuki,日本,,,,,記憶,0f618efd-cf21-4603-bbe0-f13144415c41
kenjiro-tanaka,田中健二郎,Kenjiro Tanaka,日本,,,,,記憶,51264d69-eeb9-46f4-a787-1731b5d53e84
ulf-svensson,ウルフ・スヴェンソン,Ulf Svensson,スウェーデン,,,,,記憶,5f826017-323d-4719-b9f8-06b0fa742559
ernesto-brambilla,エルネスト・ブランビッラ,Ernesto Brambilla,イタリア,,,,,記憶,71fac7dc-8d43-4623-a540-14645f966dd3
gilberto-milani,ジルベルト・ミラーニ,Gilberto Milani,イタリア,,,,,記憶,8eaab21b-fa9f-4d75-b097-d6b6fdd3769c
fumio-ito,伊藤史朗,Fumio Ito,日本,,,,,記憶,eb2bf615-ba92-4535-ae45-832e02de5f39
tony-godfrey,トニー・ゴドフリー,Tony Godfrey,英国,,,,,記憶,daf93ed7-ced7-45e0-ab40-eb812210b926
john-lewis,ジョン・ルイス,John Lewis,英国,,,,,記憶,
peter-middleton,ピーター・ミドルトン,Peter Middleton,英国,,,,,記憶,
jack-bullock,ジャック・ブロック,Jack Bullock,英国,,,,,記憶,
john-hurlstone,ジョン・ハールストン,John Hurlstone,英国,,,,,記憶,
derek-russell,デレク・ラッセル,Derek Russell,英国,,,,,記憶,
jannie-stander,ヤニー・スタンダー,Jannie Stander,,,,,,記憶,
harry-grant,ハリー・グラント,Harry Grant,英国,,,,,記憶,
owen-greenwood,オーウェン・グリーンウッド,Owen Greenwood,英国,,,,,記憶,
ronald-cousins,ロナルド・カズンズ,Ronald Cousins,英国,,,,,記憶,
allen-krupa,アレン・クルーパ,Allen Krupa,米国,,,,,記憶,
alf-shaw,アルフ・ショー,Alf Shaw,英国,,,,,記憶,
patrick-manning,パトリック・マニング,Patrick Manning,英国,,,,,記憶,
alan-shepherd,アラン・シェパード,Alan Shepherd,英国,,,,,記憶,7aa2380e-a1a8-4e5c-8fbe-5d6435348a2b
hugh-anderson,ヒュー・アンダーソン,Hugh Anderson,ニュージーランド,,,,,記憶,8dcce8e4-6477-4501-8173-6eb3f89db6c3
eddie-crooks,エディ・クルックス,Eddie Crooks,英国,,,,,記憶,
john-simmonds,ジョン・シモンズ,John Simmonds,英国,,,,,記憶,
dave-wildman,デイヴ・ワイルドマン,Dave Wildman,カナダ,,,,,記憶,
bill-prowting,ビル・プラウティング,Bill Prowting,英国,,,,,記憶,
tom-thorp,トム・ソープ,Tom Thorp,,,,,,記憶,4f8835dd-33b3-4119-bf36-d8d7f2f6a1ff
james-beckett,ジェームズ・ベケット,James Beckett,英国,,,,,記憶,
monty-buxton,モンティ・バクストン,Monty Buxton,英国,,,,,記憶,
peter-chatterton,ピーター・チャタートン,Peter Chatterton,英国,,,,,記憶,624c63f3-72ab-498b-a507-cfe3b38992c2
sam-cooper,サム・クーパー,Sam Cooper,英国,,,,,記憶,
graham-downes,グレアム・ダウンズ,Graham Downes,英国,,,,,記憶,
michelle-duff,ミシェル・ダフ,Michelle Duff,カナダ,,,,,記憶,ba063b9c-fb06-487f-8008-46ec36566b9d
holger-ekstrom,ホルガー・エークストレム,Holger Ekström,スウェーデン,,,,,記憶,
frans-fagerstrom,フランス・ファーゲルストレム,Frans Fagerström,スウェーデン,,,,,記憶,
den-jarman,デン・ジャーマン,Den Jarman,英国,,,,,記憶,
laurence-povey,ローレンス・ポーヴィー,Laurence Povey,英国,,,,,記憶,
llewelyn-ranson,ルウェリン・ランソン,Llewelyn Ranson,英国,,,,,記憶,
harold-riley,ハロルド・ライリー,Harold Riley,英国,,,,,記憶,
graham-smith,グレアム・スミス,Graham Smith,豪州,,,,,記憶,
joe-wright,ジョー・ライト,Joe Wright,英国,,,,,記憶,
raymond-hanset,レイモン・アンセ,Raymond Hanset,ベルギー,,,,,記憶,
fritz-meyer,フリッツ・マイヤー,Fritz Meyer,ドイツ,,,,,記憶,
karl-recktenwald,カール・レクテンヴァルト,Karl Recktenwald,ドイツ,,,,,記憶,
heinz-kauert,ハインツ・カウエルト,Heinz Kauert,ドイツ,,,,,記憶,
fritz-klager,フリッツ・クレーガー,Fritz Kläger,ドイツ,,,,,記憶,
evert-carlsson,エヴェルト・カールソン,Evert Carlsson,スウェーデン,,,,,記憶,
hans-siegfried-glaser,ハンス＝ジークフリート・グレーザー,Hans-Siegfried Gläser,ドイツ,,,,,記憶,
klaus-hamelmann,クラウス・ハメルマン,Klaus Hamelmann,ドイツ,,,,,記憶,
andreas-klaus,アンドレアス・クラウス,Andreas Klaus,ドイツ,,,,,記憶,
gijs-oosterbaan,ヘイス・オーステルバーン,Gijs Oosterbaan,オランダ,,,,,記憶,
tommy-robinson,トミー・ロビンソン,Tommy Robinson,,,,,,記憶,
artemio-cirelli,アルテミオ・チレッリ,Artemio Cirelli,イタリア,,,,,記憶,
giuseppe-dardanello,ジュゼッペ・ダルダネッロ,Giuseppe Dardanello,イタリア,,,,,記憶,
giuseppe-mantelli,ジュゼッペ・マンテッリ,Giuseppe Mantelli,イタリア,,,,,記憶,
benedetto-zambotti,ベネデット・ザンボッティ,Benedetto Zambotti,イタリア,,,,,記憶,
kunimitsu-takahashi,高橋国光,Kunimitsu Takahashi,日本,,,,,記憶,3ee2b04b-6cc7-4601-93b8-aea43c0c97e8
j-sato,サトウ・J,J. Sato,日本,,,,,記憶,9080ed50-d7ca-443a-97f0-40aa99de045a
sadao-shimazaki,シマザキ・サダオ,Sadao Shimazaki,日本,,,,,記憶,df988eb4-def5-4858-91f8-75276959fa54
moto-kitano,北野元,Moto Kitano,日本,,,,,記憶,69069b18-3984-4500-a10f-60c502a13e4c
roland-foll,ローラント・フェル,Roland Föll,ドイツ,,,,,記憶,a1239993-94b9-416b-9c27-7df9788fe261
peter-horton,ピーター・ホートン,Peter Horton,英国,,,,,記憶,
hans-pesl,ハンス・ペスル,Hans Pesl,ドイツ,,,,,記憶,
antonie-paba,アントニー・パバ,Antonie Paba,フランス,,,,,記憶,7aea1b69-12fd-4344-8ff0-6d461cab3b8a
raphael-orinel,ラファエル・オリネル,Raphaël Orinel,ベルギー,,,,,記憶,
louis-bernagozzi,ルイ・ベルナゴッツィ,Louis Bernagozzi,フランス,,,,,記憶,
rene-goetz,ルネ・ゲッツ,Rene Goetz,フランス,,,,,記憶,
georges-comy,ジョルジュ・コミ,Georges Comy,フランス,,,,,記憶,
bruno-hofmann,ブルーノ・ホフマン,Bruno Hofmann,スイス,,,,,記憶,
toni-schmitz,トニ・シュミッツ,Toni Schmitz,ドイツ,,,,,記憶,
bror-erland-carlsson,ブルール＝エルランド・カールソン,Bror-Erland Carlsson,スウェーデン,,,,,記憶,
pierre-james,ピエール・ジェームズ,Pierre James,フランス,,,,,記憶,
ron-langston,ロン・ラングストン,Ron Langston,英国,,,,,記憶,e0abd74b-2583-47fb-970f-ad94f6a2466a
trevor-farnsworth,トレヴァー・ファーンズワース,Trevor Farnsworth,ニュージーランド,,,,,記憶,ef1365eb-1e1a-4780-9dab-d699beb62a3f
edy-lenz,エディ・レンツ,Edy Lenz,オーストリア,,,,,記憶,896c00ee-06e8-4564-8184-21f489a5abc1
joop-vogelzang,ヨープ・フォーヘルザング,Joop Vogelzang,オランダ,,,,,記憶,
john-farnsworth,ジョン・ファーンズワース,John Farnsworth,豪州,,,,,記憶,
jorge-kissling,ホルヘ・キスリング,Jorge Kissling,アルゼンチン,,,,,記憶,deb7b052-5457-4bed-a52c-0352be615454
juan-salatino,フアン・サラティーノ,Juan Salatino,アルゼンチン,,,,,記憶,9d23cd2e-ab69-4416-a21e-9161a3db8e0a
s-perkins,S・パーキンス,S. Perkins,南アフリカ,,,,,記憶,d4b9494f-5e76-4f1f-9ca8-d0edc6dfbba5
eduardo-salatino,エドゥアルド・サラティーノ,Eduardo Salatino,アルゼンチン,,,,,記憶,f94b7163-d3dc-492e-89a1-e27773515c00
g-costa,G・コスタ,G. Costa,ウルグアイ,,,,,記憶,a080b3e6-6506-494e-bdcd-74897e85d18f
riccardo-quintanilla,リカルド・キンタニージャ,Riccardo Quintanilla,スペイン,,,,,記憶,08aaedd4-1158-4a1a-a906-c474056bf467
hans-fischer,ハンス・フィッシャー,Hans Fischer,ドイツ,,,,,記憶,641dd404-ad5f-490f-bf64-b5c0059c9264
rex-avery,レックス・エイヴリー,Rex Avery,英国,,,,,記憶,3e75b46f-0347-4d2a-ab37-5f18953702b1
pierre-vervroegen,ピエール・フェルフルーヘン,Pierre Vervroegen,ベルギー,,,,,記憶,88701c77-2172-40b7-a327-860d4f388267
hugo-pochettino,ウーゴ・ポチェッティーノ,Hugo Pochettino,アルゼンチン,,,,,記憶,d2caaa73-0aff-449a-9062-ab1bf9c62318
ellis-boyce,エリス・ボイス,Ellis Boyce,英国,,,,,記憶,6d77c6f6-b2d4-4165-a74e-2ba716039364
ray-spence,レイ・スペンス,Ray Spence,英国,,,,,記憶,4a27d191-ab89-43a6-84be-a967030b5e17
ralph-bryans,ラルフ・ブライアンズ,Ralph Bryans,,,,,,記憶,118659f4-7c54-405f-b44e-13d16c540472
dennis-fry,デニス・フライ,Dennis Fry,豪州,,,,,記憶,
patrick-plunkett,パトリック・プランケット,Patrick Plunkett,アイルランド,,,,,記憶,
tommy-holmes,トミー・ホームズ,Tommy Holmes,,,,,,記憶,
jimmy-jones,ジミー・ジョーンズ,Jimmy Jones,,,,,,記憶,
derek-woodman,デレク・ウッドマン,Derek Woodman,英国,,,,,記憶,341ae696-8466-4f99-9952-0ced31adaf71
george-purvis,ジョージ・パーヴィス,George Purvis,アイルランド,,,,,記憶,
chris-anderson,クリス・アンダーソン,Chris Anderson,英国,,,,,記憶,bc0c3d20-0ff7-447c-8d99-45cfb2fec531
jimmy-morton,ジミー・モートン,Jimmy Morton,英国,,,,,記憶,
john-gabites,ジョン・ガビテス,John Gabites,ニュージーランド,,,,,記憶,
dan-shorey,ダン・ショーリー,Dan Shorey,英国,,,,,記憶,a17809e1-2ebc-4a5a-a1c9-b8db35056bab
john-brown,ジョン・ブラウン,John Brown,,,,,,記憶,
dick-creith,ディック・クリース,Dick Creith,,,,,,記憶,
len-ireland,レン・アイルランド,Len Ireland,,,,,,記憶,0061dc65-b071-4216-aac6-00ee7de67396
colin-lyster,コリン・ライスター,Colin Lyster,,,,,,記憶,
mark-mccausland,マーク・マコーズランド,Mark McCausland,,,,,,記憶,
eric-oliver,エリック・オリバー,Eric Oliver,英国,,,,,記憶,
jack-shannon,ジャック・シャノン,Jack Shannon,,,,,,記憶,
brian-taggart,ブライアン・タガート,Brian Taggart,英国,,,,,記憶,
benedicto-caldarella,ベネディクト・カルダレッラ,Benedicto Caldarella,アルゼンチン,,,,,記憶,a52bcd09-16d6-4312-b864-e98f3ef1bf7a
s-pomesano,S・ポメザーノ,S. Pomesano,アルゼンチン,,,,,記憶,1faf185c-5d7d-4ef2-9a4c-baf57be75916
f-soler,F・ソレル,F. Soler,アルゼンチン,,,,,記憶,29f1402d-f5bc-41c7-9cc2-1c01560254e1
michael-schneider,ミヒャエル・シュナイダー,Michael Schneider,ドイツ,,,,,記憶,661af7c5-683c-46e9-ae37-f3fa75a9bdbd
nikolai-sevostianov,ニコライ・セヴォスチャノフ,Nikolai Sevostianov,ロシア,,,,,記憶,91e9fcdd-e357-44ab-9260-eec11a4dce45
rudolph-kaiser,ルドルフ・カイザー,Rudolph Kaiser,アルゼンチン,,,,,記憶,122fa709-318f-4d6a-b0ca-bd3a45861c25
jorge-terengo,ホルヘ・テレンゴ,Jorge Terengo,アルゼンチン,,,,,記憶,8d9cf9ce-3130-4620-9b21-3bb36d50917d
carlo-marfetan,カルロ・マルフェタン,Carlo Marfetan,ウルグアイ,,,,,記憶,abcef2eb-8d46-4641-9a95-76a90254083f
m-dietrich,M・ディートリッヒ,M. Dietrich,アルゼンチン,,,,,記憶,27e13531-1004-4e16-bf7d-4b85d371b281
stanislav-malina,スタニスラフ・マリナ,Stanislav Malina,,,,,,記憶,6dfc20d4-19df-470e-808a-725624e4eb29
peter-eser,ペーター・エーザー,Peter Eser,ドイツ,,,,,記憶,94ed56ea-50e6-4c67-96cd-25fed08fe8ed
klaus-enderlein,クラウス・エンダーライン,Klaus Enderlein,ドイツ,,,,,記憶,4caa03a3-895d-4263-b1f9-cb8acd889ce4
jukka-petaja,ユッカ・ペタヤ,Jukka Petaja,フィンランド,,,,,記憶,58cf9f09-6f91-4556-8e45-8cbdf7265937
mitsuo-itoh,伊藤光夫,Mitsuo Itoh,日本,,,,,記憶,73436c50-702e-482d-a6c9-fd802f58335d
limberg-moreira,リンベルグ・モレイラ,Limberg Moreira,ウルグアイ,,,,,記憶,ef21fc16-a65d-4c9b-a601-5518f20c8125
marzilio-chizzini,マルツィリオ・キッツィーニ,Marzilio Chizzini,アルゼンチン,,,,,記憶,be9f888f-f157-4e15-84fd-df9d41c0d82a
pedro-rosenthal,ペドロ・ローゼンタール,Pedro Rosenthal,アルゼンチン,,,,,記憶,2bfbdb9d-df38-4d64-ba4f-82150de886db
t-lego,T・レゴ,T. Lego,,,,,,記憶,146702b9-3c74-4478-bf52-abb558bb5b66
hans-georg-anscheidt,ハンス＝ゲオルグ・アンシャイト,Hans-Georg Anscheidt,ドイツ,,,,,記憶,a04ea1a6-9646-475f-bfe6-24760fa536cd
josep-maria-busquets,ジョゼップ・マリア・ブスケツ,Josep Maria Busquets,スペイン,,,,,記憶,1f1fbb0b-185a-4d6d-8f54-07c3f1281291
seichi-suzuki,スズキ・セイイチ,Seichi Suzuki,日本,,,,,記憶,3869977f-f1c0-4b4b-a285-ff80f06d8212
michio-ichino,イチノ・ミチオ,Michio Ichino,日本,,,,,記憶,de0235f6-449f-4482-80e6-c299f67fca3d
isao-morishita,モリシタ・イサオ,Isao Morishita,日本,,,,,記憶,33bcb21a-ed38-4f81-8e9d-714b27fa2251
joe-dunphy,ジョー・ダンフィー,Joe Dunphy,英国,,,,,記憶,455e7af1-898b-4435-a924-d39d536cb313
michael-mcstay,マイケル・マクステイ,Michael McStay,英国,,,,,記憶,
derek-llee,デレク・リー,Derek Llee,英国,,,,,記憶,
ian-burne,イアン・バーン,Ian Burne,,,,,,記憶,d5a26514-ef8a-4a08-9133-9fceb3b5d934
pete-bettison,ピート・ベティソン,Pete Bettison,英国,,,,,記憶,
peter-evans,ピーター・エヴァンズ,Peter Evans,英国,,,,,記憶,
martyn-hayward,マーティン・ヘイワード,Martyn Hayward,英国,,,,,記憶,
brian-walmsley,ブライアン・ウォームズリー,Brian Walmsley,英国,,,,,記憶,
bernie-marrier,バーニー・マリアー,Bernie Marrier,,,,,,記憶,
bob-ritchie,ボブ・リッチー,Bob Ritchie,英国,,,,,記憶,
don-ellis,ドン・エリス,Don Ellis,英国,,,,,記憶,
raymond-shaw,レイモンド・ショー,Raymond Shaw,豪州,,,,,記憶,
ron-robinson,ロン・ロビンソン,Ron Robinson,豪州,,,,,記憶,
colin-cross,コリン・クロス,Colin Cross,英国,,,,,記憶,
tony-heaton,トニー・ヒートン,Tony Heaton,英国,,,,,記憶,
graham-dickson,グレアム・ディクソン,Graham Dickson,ニュージーランド,,,,,記憶,
